cid,mouse_vo,smiles
6447756,800.0,COc1ccc(C=Cc2nc(CC(=O)O)cs2)cc1OC
6447757,800.0,CCn1cnc2c1CCC(NC1CCCCC1)C2.CCn1cnc2c1CCC(NC1CCCCC1)C2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447758,800.0,CCn1cnc2c1CCC(N1CCCC1)C2.CCn1cnc2c1CCC(N1CCCC1)C2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447759,400.0,CCn1cnc2c1CCC(N1CCCCCC1)C2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447760,800.0,CCn1cnc2c1CCC(N1CCN(C)CC1)C2.CCn1cnc2c1CCC(N1CCN(C)CC1)C2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447794,615.0,O=C(C=Cc1ccsc1)Nc1ccccc1C(=O)O
6447795,800.0,NCC1(S)OC(S)=C(S)c2c1ncn2S.NCC1(S)OC(S)=C(S)c2c1ncn2S.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447796,100.0,O=C(O)C=CC(=O)O.SC1=C(S)c2c(ncn2S)C(S)(CNC2CCCC2)O1
6447797,880.0,CN(C)CCNCC(=O)N1c2ccccc2Sc2ccccc21.O=C(O)C=CC(=O)O
6447800,2000.0,CNC(=O)c1cc2cc3cc4cc(CC(=O)O)c(C(=O)C=C(O)c5ccccc5O)c(OC)c4c(OC)c3c(O)c2c(=O)o1
6447817,269.0,COCCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O
6447818,282.0,COCCCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447819,457.0,CCOCCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O
6447820,236.0,COCCN1CCN(C2Cc3cc(Cl)ccc3Sc3ccccc32)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447821,981.0,Clc1ccc2c(c1)CC(N1CCN(CCOc3ccccc3)CC1)c1ccccc1S2.O=C(O)C=CC(=O)O
6447833,300.0,COc1ccc(CN2CCN(C(c3ccccc3)c3ccc(F)cc3)CC2)c(OC)c1.O=C(O)C=CC(=O)O
6447834,650.0,COc1ccc(CN2CCN(C(c3ccccc3)c3ccc(F)cc3)CC2)c(OC)c1OC.O=C(O)C=CC(=O)O
6447843,1200.0,Cc1ccc(O)cc1C(OCCN(C)C)c1ccccc1.O=C(O)C=CC(=O)O
6447857,497.0,N=C(N)CCN1CCN(C2Cc3cc(Cl)ccc3Sc3cc(F)ccc32)C(O)C1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447860,403.0,NC(=O)CCN1CCN(C2Cc3cc(Cl)ccc3Sc3cc(F)ccc32)CC1.O=C(O)C=CC(=O)O
6447861,1386.0,CN1CCN(CCCNCCC(=O)N2c3ccccc3Sc3ccccc32)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447862,1000.0,Cc1c(CC(=O)O)sc(NC(=O)C=Cc2ccccc2)c1C(=O)O
6447864,1012.0,CC1CCCCN1C(=O)C=Cc1ccc(C(F)(F)F)cc1
6447865,675.0,CC1COCCN1C(=O)C=Cc1ccc(C(F)(F)F)cc1
6447866,1012.0,CC1CCCC(C)N1C(=O)C=Cc1ccc(C(F)(F)F)cc1
6447867,300.0,O=C(C=Cc1ccc(C(F)(F)F)cc1)N1CCOCC1
6447868,1012.0,CC1CCN(C(=O)C=Cc2ccc(C(F)(F)F)cc2)CC1
6447884,218.0,CC(C)c1ccc2c(c1)C(N1CCN(CCO)CC1)Cc1ccc(F)cc1S2=O.O=C(O)C=CC(=O)O
6447909,500.0,O=C(CNCCCN1CCOCC1)N1c2ccccc2Sc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447916,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(OC)cc2)c1O
6447917,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc([N+](=O)[O-])cc2)c1O
6447918,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(Br)cc2)c1O
6447919,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2c(F)c(F)c(F)c(F)c2F)c1O
6447920,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSCCCc2ccccc2)c1O
6447921,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2OC)c1O
6447922,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2cccc(OC)c2)c1O
6447923,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O
6447924,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2c(Cl)cccc2Cl)c1O
6447925,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2cccc(Cl)c2)c1O
6447926,1000.0,COc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1O
6447927,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1OC
6447928,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(Cl)cc2)c1O
6447929,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(Cl)c(Cl)c2)c1O
6447930,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1OC(=O)c1ccccc1
6447931,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1OC(C)=O
6447932,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(C(C)(C)C)cc2)c1O
6447933,1000.0,N#CC(=Cc1cc(O)c(O)c(CSc2ccccc2)c1)C(N)=O
6447934,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O
6447935,1000.0,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2C(=O)OC)c1OC(C)=O
6447936,1000.0,CCOC(=O)C(=Cc1cc(CSc2ccccc2)c(O)c(OCC)c1)S(C)(=O)=O
6447937,1000.0,CCOC(=O)C(=Cc1cc(CSc2ccc(C(C)(C)C)cc2)c(O)c(OCC)c1)S(C)(=O)=O
6447938,1000.0,CCOc1cc(C=C2CCOC2=O)cc(CSc2ccccc2)c1O
6447939,1000.0,CCOc1cc(C=C2CCOC2=O)cc(CSc2ccc(Cl)c(Cl)c2)c1O
6447940,1000.0,CCOc1cc(C=C2CCNC2=O)cc(CSc2ccccc2)c1O
6447941,1000.0,COc1cc(C=C2CCNC2=O)cc(CSc2ccc(C)cc2)c1O
6447942,1000.0,CCOc1cc(C=C2CCNC2=O)cc(CSc2ccc(OC)cc2)c1OC
6447943,1000.0,CCOc1cc(C=C2CCNC2=O)cc(CSc2ccccc2)c1OC(=O)c1ccccc1
6447944,1000.0,CCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccccc2)c1O
6447945,1000.0,COc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccccc2)c1O
6447946,1000.0,CCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccc(Br)cc2)c1O
6447947,1000.0,O=C1NN(c2ccccc2)C(=O)C1=Cc1cc(O)c(O)c(CSc2ccccc2)c1
6447948,1000.0,CCCCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccccc2)c1O
6447949,1000.0,CCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccc(Cl)cc2)c1O
6447950,1000.0,O=C1OCCC1=Cc1cc(O)c(O)c(CSc2ccc([N+](=O)[O-])cc2)c1
6447951,996.0,Cl.Cl.Clc1ccc(CN2CCN(CC=Cc3ccc(Cl)cc3Cl)CC2)cc1
6447982,297.0,O=C(Cc1ccccc1)OCCN1CCN(C2Cc3cc(Cl)ccc3Sc3ccccc32)CC1.O=C(O)C=CC(=O)O
6447989,300.0,CN1CCC(OC2c3ccccc3CSc3ccccc32)CC1.O=C(O)C=CC(=O)O
6447991,1000.0,CN(C)C(=O)C=CC=Cc1ccc2c(c1)OCO2
6447998,1000.0,CN1CCN(CC(=O)OCc2ccc(-c3ccccc3Cl)cc2)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6447999,1000.0,O=C(Cn1ccnc1)OCc1ccc(-c2ccccc2Cl)cc1.O=C(O)C=CC(=O)O
6448000,1000.0,CCN(CC)CC(=O)OCc1ccc(-c2ccccc2Cl)cc1.O=C(O)C=CC(=O)O
6448030,1000.0,CC(C)(C)NCC(O)COc1cccc2c1SCC(=O)N2.CC(C)(C)NCC(O)COc1cccc2c1SCC(=O)N2.O=C(O)C=CC(=O)O
6448033,500.0,O=C(C=Cc1ccccc1)N1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
6448034,500.0,Cl.O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C1CCCN(CC=Cc2ccccc2)CC1
6448067,2000.0,COc1ccc2c(c1)Sc1cc(OC)ccc1C(N1CCN(C)CC1)=C2.O=C(O)C=CC(=O)O
6448068,750.0,COc1cc2c(cc1OC)C(N1CCN(C)CC1)=Cc1ccccc1S2.O=C(O)C=CC(=O)O
6448071,185.0,O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.OCCN1CCN(C2Cc3ccc(F)cc3Sc3ccc(I)cc32)CC1
6448072,700.0,CC(C)=CCCC(C)=CCCC(C)=CCOCC(O)CNC(C)(C)C.O=C(O)C=CC(=O)O
6448074,700.0,CC(C)=CCOCC(O)CNC(C)C.O=C(O)C=CC(=O)O
6448075,700.0,C=CC(C)(C)OCC(O)CNC(C)(C)C.O=C(O)C=CC(=O)O
6448076,700.0,CC1CCCCC1OCC(O)CNC(C)(C)C.O=C(O)C=CC(=O)O
6448077,700.0,CC1CCC(C(C)C)C(OCC(O)CNC(C)(C)C)C1.O=C(O)C=CC(=O)O
6448078,700.0,CC(C)NCC(O)COCC1CCCCC1.O=C(O)C=CC(=O)O
6448079,700.0,CC(C)(C)NCC(O)COCC1CCCCC1.O=C(O)C=CC(=O)O
6448080,700.0,CC(C)(C)NCC(O)COCCC1=CCC2CC1C2(C)C.O=C(O)C=CC(=O)O
6448081,700.0,CC(C)(C)NCC(O)COCC1CC=CCC1.O=C(O)C=CC(=O)O
6448095,500.0,CC=C(C)c1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
6448096,500.0,O=C(O)C=CC(=O)c1ccccc1[N+](=O)[O-]
6448097,148.0,CN1CCN(C2Cc3ccc(F)cc3Sc3sc(Cl)cc32)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448100,250.0,CCN(CC)CCC1Oc2ccccc2Oc2ccccc21.O=C(O)C=CC(=O)O
6448101,250.0,CCN(CC)CCC1Oc2ccccc2Oc2ccc(Cl)cc21.O=C(O)C=CC(=O)O
6448102,250.0,CN1CCN(CCC2Oc3ccccc3Oc3ccccc32)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448103,250.0,CN(C)CCC1Oc2ccccc2Oc2ccccc21.O=C(O)C=CC(=O)O
6448104,250.0,CCC(C)NCCC1Oc2ccccc2Oc2ccccc21.O=C(O)C=CC(=O)O
6448105,250.0,CC(C)(C)NCCC1Oc2ccccc2Oc2ccccc21.O=C(O)C=CC(=O)O
6448106,250.0,CNCCC1Oc2ccccc2Oc2ccccc21.O=C(O)C=CC(=O)O
6448107,250.0,CC(C)NCCC1Oc2ccccc2Oc2ccccc21.O=C(O)C=CC(=O)O
6448118,300.0,CC=CC1CC(=O)N2CCSC2=N1
6448139,399.0,CN1CCC(C2Sc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O
6448140,1000.0,CCOC(=O)N1CCN(CC=Cc2ccccc2)CC1.O=C(O)C=CC(=O)O
6448141,1000.0,CCC(=O)N(CC(=O)N1CCN(CC=Cc2ccccc2)CC1)c1ccccc1.Cl
6448143,600.0,Cl.O=C(CN1CCC(O)(c2ccccc2)CC1)N1CCN(CC=Cc2ccccc2)CC1
6448167,7200.0,CC(=O)N1N=C2C(=Cc3ccccc3C(F)(F)F)CS(=O)(=O)CC2C1c1cccc(C(F)(F)F)c1
6448189,1000.0,CC(C)(C)c1cc(C=C(CCO)C(=O)O)cc(C(C)(C)C)c1O
6448190,1000.0,CC(=O)C(C)=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
6448191,1000.0,COC(=O)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)CCO
6448192,1000.0,CCC(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C(=O)O
6448193,250.0,CC(C)(C)c1cc(C=C(C#N)S(C)(=O)=O)cc(C(C)(C)C)c1O
6448196,217.0,COc1ccc2c(c1)C(C1CCN(C)CC1)Oc1ccc(F)cc1S2.O=C(O)C=CC(=O)O
6448197,429.0,CN1CCC(C2Oc3ccc(F)cc3Sc3ccc(SC(F)(F)F)cc32)CC1.O=C(O)C=CC(=O)O
6448198,515.0,CCCCCCCCCC(=O)OCCN1CCC(C2Oc3ccc(F)cc3Sc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O
6448199,144.0,CN1CCC(C2Oc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O
6448200,131.0,COc1ccc2c(c1)C(C1CCN(C)CC1)Oc1ccccc1S2.O=C(O)C=CC(=O)O
6448201,243.0,CN1CCC(C2Oc3ccc(F)cc3Sc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O
6448224,600.0,COc1cc(OC)c(C(=O)C=CC(=O)O)cc1OC
6448225,400.0,C1COCCN1.COc1cc(C(=O)C=CC(=O)O)cc(OC)c1OC
6448227,400.0,C1CCNCC1.COc1cc(C(=O)C=CC(=O)O)cc(OC)c1OC
6448231,2000.0,CNCC1CN(c2ccc(C=Cc3cccc(Cl)c3)cc2)C(=O)O1.Cl
6448240,200.0,O=C(O)C=CC(=O)c1ccc2c(c1)OCO2
6448248,616.0,CCN(CC)CCNCC1OC2c3ccccc3Oc3ccc(Cl)cc3C2O1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448285,2500.0,CCN(CC)CCNC1(c2ccccc2)c2ccccc2CSc2ccccc21.O=C(O)C=CC(=O)O
6448286,2500.0,O=C(O)C=CC(=O)O.c1ccc(C2(NCCCN3CCOCC3)c3ccccc3CSc3ccccc32)cc1
6448287,2500.0,CN1CCN(c2ccc3c(c2)SCc2ccccc2C3c2ccccc2)CC1.O=C(O)C=CC(=O)O
6448288,2500.0,O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.OCCN1CCN(c2ccc3c(c2)SCc2ccccc2C3c2ccccc2)CC1
6448289,2500.0,NCCNC1(c2ccccc2)c2ccccc2CSc2ccccc21.O=C(O)C=CC(=O)O
6448290,344.0,CCc1ccc2c(c1)Sc1ccccc1C2=CCCN(C)C.O=C(O)C=CC(=O)O
6448292,587.0,CCc1ccc2c(c1)Sc1ccccc1CC2N1CCN(CCO)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448295,600.0,O=C(O)C=CC(=O)c1ccc(C(F)(F)F)cc1
6448297,1000.0,CCOC(=O)C1(c2ccccc2)CC1CN(CCO)CCO.O=C(O)C=CC(=O)O
6448298,1000.0,CCOC(=O)C1(c2ccccc2)CC1CN(C)CCO.O=C(O)C=CC(=O)O
6448299,5530.0,O=C(C=Cc1ccc(O)cc1)C1=C(O)C2=C(OC3C2OC(CO)C(O)C3O)C(O)(C2OC(CO)C(O)C(O)C2O)C1=O
6448303,2500.0,CN1CCN(CC(O)c2ccc(C3CCCC3)cc2)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448305,2500.0,CC(c1ccccc1)N(C)C(O)c1ccc(C2CCCC2)cc1.O=C(O)C=CC(=O)O
6448306,2000.0,CC(C)N(Cc1ccccc1)CC(O)c1ccc(C2CCCC2)cc1.O=C(O)C=CC(=O)O
6448310,250.0,CC(CCCCCCCC(CC1CCCCCCCCCCCC(OS(=O)(=O)O)CC(OS(=O)(=O)O)CCCCCCCCCCCC=CC(=O)O1)OS(=O)(=O)O)OS(=O)(=O)O
6448340,250.0,CC(C)COCC(CN(C(=O)Nc1ccccc1)c1ccccc1)N1CCCC1.O=C(O)C=CC(=O)O
6448341,250.0,CCNC(=S)NCC(COCC(C)C)N1CCCC1.O=C(O)C=CC(=O)O
6448342,250.0,CCCOCC(CN(C(=O)Nc1ccccc1)c1ccccc1)N(CC)CC.O=C(O)C=CC(=O)O
6448343,250.0,CCOCC(CN(C(=O)Nc1ccccc1)c1ccccc1)N1CCOCC1.O=C(O)C=CC(=O)O
6448344,250.0,CCCOCC(CN(C(=O)Nc1cccc(Cl)c1)c1ccccc1)N(CC)CC.O=C(O)C=CC(=O)O
6448345,250.0,CCCOCC(CN(C(=O)Nc1ccc(F)cc1)c1ccccc1)N(CC)CC.O=C(O)C=CC(=O)O
6448346,423.0,COC=C(C(=O)OC)C(C)=CC=Cc1ccc(OC)cc1
6448347,612.0,O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(OCCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1)C(O)c1ccccc1
6448348,645.0,CSc1ccc2c(c1)C(N1CCN(CCCOC(=O)C(O)c3ccccc3)CC1)Cc1ccccc1S2.O=C(O)C=CC(=O)O
6448349,479.0,O=C(O)C=CC(=O)O.O=C(OCCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1)C(O)(c1ccccc1)c1ccccc1
6448350,269.0,Cc1cccc2c1CC(N1CCN(CCCCO)CC1)c1cc(Cl)ccc1S2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448355,205.0,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(CO)=CC(C(=O)O1)C34O)O2
6448356,250.0,CN(C)CCC1Oc2ccccc2Cc2ccccc21.O=C(O)C=CC(=O)O
6448357,250.0,O=C(O)C=CC(=O)O.c1ccc2c(c1)Cc1ccccc1C(CCN1CCCC1)O2
6448358,250.0,CN(C)CCC1Oc2ccccc2N(C)c2ccccc21.O=C(O)C=CC(=O)O
6448359,250.0,CCN1c2ccccc2OC(CCN(C)C)c2ccccc21.O=C(O)C=CC(=O)O
6448375,1000.0,COc1cc(C(=O)C=CC(=O)O)ccc1O
6448376,750.0,O=C(O)C=CC(=O)c1ccc2c(c1)OCCO2
6448405,1000.0,CCOC(=O)Nc1ccc(C(=O)C=CC(=O)O)cc1
6448406,750.0,CN(C)c1ccc(C(=O)C=CC(=O)O)cc1
6448407,1000.0,CN(C)CCCOc1cc(-c2ccc(Cl)cc2)[nH]n1.O=C(O)C=CC(=O)O
6448408,500.0,Cc1c(OCCN2CCCC2)n[nH]c1-c1ccccc1.O=C(O)C=CC(=O)O
6448409,1000.0,Clc1ccc(-c2cc(OCCN3CCCC3)n[nH]2)cc1.O=C(O)C=CC(=O)O
6448410,1000.0,CN(C)CCCOc1cc(-c2ccccc2)[nH]n1.O=C(O)C=CC(=O)O
6448411,400.0,O=C(O)C=CC(=O)O.c1ccc(-c2cc(OCCN3CCCCC3)n[nH]2)cc1
6448412,1000.0,Clc1ccc(-c2cc(OCCN3CCOCC3)n[nH]2)cc1.O=C(O)C=CC(=O)O
6448413,250.0,Cc1c(OCCN2CCCCC2)n[nH]c1-c1ccccc1.O=C(O)C=CC(=O)O
6448414,500.0,O=C(O)C=CC(=O)O.c1ccc(-c2cc(OCCN3CCCC3)n[nH]2)cc1
6448415,250.0,Cc1c(OCCCN2CCCCC2)n[nH]c1-c1ccccc1.O=C(O)C=CC(=O)O
6448416,500.0,Cc1c(OCCCN(C)C)n[nH]c1-c1ccccc1.O=C(O)C=CC(=O)O
6448417,750.0,Cc1c(OCCN2CCCC2)n[nH]c1-c1ccc(Cl)cc1.O=C(O)C=CC(=O)O
6448421,990.0,C#CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448422,818.0,C#CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.C#CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448423,1635.0,C=CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.C=CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448424,1493.0,CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448425,904.0,C=CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448426,2217.0,CCOCCn1c(N2CCNCC2)nc2ccccc21.CCOCCn1c(N2CCNCC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448427,2639.0,CCOCCn1c(N2CCN(CC)CC2)nc2ccccc21.CCOCCn1c(N2CCN(CC)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448428,1006.0,CN1CCCN(c2nc3ccccc3n2CCOc2ccccc2)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448429,2303.0,CCCOCCn1c(N2CCN(C)CC2)nc2ccccc21.CCCOCCn1c(N2CCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448430,1110.0,CN1CCN(c2nc3ccccc3n2CCOc2ccccc2)CC1.CN1CCN(c2nc3ccccc3n2CCOc2ccccc2)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448431,884.0,CCCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448432,300.0,CC1(C)CC(=O)n2c3c(c4ccccc42)CCN(Cc2ccccc2)C3C1.O=C(O)C=CC(=O)O
6448433,300.0,CC1(C)CC(=O)n2c3c(c4ccccc42)CCNC3C1.O=C(O)C=CC(=O)O
6448434,300.0,CN1CCc2c3n(c4ccccc24)C(=O)CC(C)(C)CC31.O=C(O)C=CC(=O)O
6448435,300.0,CC1(C)CCC2NCCc3c2n(c2ccccc32)C1=O.O=C(O)C=CC(=O)O
6448436,300.0,CC1(C)CCC2c3c(c4ccccc4n3C1=O)CCN2Cc1ccccc1.O=C(O)C=CC(=O)O
6448437,6220.0,CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC
6448447,800.0,Cc1cccc(C=c2sc3nc4ccccc4n3c2=O)c1
6448448,640.0,CN1Cc2sc(CN3CCOCC3)cc2C(c2ccc(Br)cc2)C1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448449,640.0,CN1Cc2sc(CN3CCOCC3)cc2C(c2ccc(Cl)cc2)C1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6448456,886.0,CN(C)CCC=C1c2cc(C(=O)O)ccc2CSc2ccccc21.Cl
6448457,430.0,CN(C)CCC=C1c2ccccc2CSc2ccc(C(=O)O)cc21.Cl
6448576,1000.0,COc1cc(C=C2C(=O)N(NCC(=O)N3c4ccccc4Sc4ccccc43)C(=S)N(c3ccccc3)C2=O)ccc1O
6448577,1000.0,O=C1C(=Cc2ccccc2O)C(=O)N(c2ccccc2)C(=S)N1NCC(=O)N1c2ccccc2Sc2ccccc21
6448578,1000.0,O=C1C(=Cc2ccccc2)C(=O)N(c2ccccc2)C(=S)N1NCC(=O)N1c2ccccc2Sc2ccccc21
6448579,1000.0,COc1ccc(C=C2C(=O)N(NCC(=O)N3c4ccccc4Sc4ccccc43)C(=S)N(c3ccccc3)C2=O)cc1
6448589,100.0,CN(CCCc1ccccc1)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O
6448590,100.0,O=C(O)C=CC(=O)O.c1ccc(CNCC2CCCN2c2ccccc2)cc1
6448591,100.0,CN(Cc1ccccc1)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O
6448592,100.0,O=C(O)C=CC(=O)O.c1ccc(CCNCC2CCCN2c2ccccc2)cc1
6448593,100.0,CN(CCc1ccccc1)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O
6448594,100.0,COCCNCC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O
6448595,100.0,COCCN(C)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O
6448596,100.0,COCCCNCC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O
6448597,100.0,COCCCN(C)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O
6448598,100.0,NCC1CCCN1c1cccc(F)c1.O=C(O)C=CC(=O)O
6448599,100.0,CC(C)c1cccc(N2CCCC2CN)c1.O=C(O)C=CC(=O)O
6448600,100.0,CCc1cccc(N2CCCC2CN)c1.O=C(O)C=CC(=O)O
6448601,100.0,CCc1cccc(N2CCCC2CN(C)C)c1.O=C(O)C=CC(=O)O
6448602,100.0,CCCc1cccc(N2CCCC2CN)c1.O=C(O)C=CC(=O)O
6448603,100.0,COc1cccc(N2CCCC2CN(C)C)c1.O=C(O)C=CC(=O)O
6448638,2500.0,CC=CC(=O)N1c2ccccc2NC(=O)CC1C
6448639,2500.0,CC1CC(=O)Nc2ccccc2N1C(=O)C=Cc1ccccc1
6448640,2500.0,CCOC(=O)C1(C)CC(c2ccccc2)N(C(=O)C=Cc2ccccc2)c2ccccc2N1
6448745,300.0,Cc1cc(=O)c(OCCN(C)C)nn1-c1cccc(C(F)(F)F)c1.O=C(O)C=CC(=O)O
6448765,560.0,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC(C)=O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(COC(=O)c5ccccc5)=CC(C(=O)O1)C34O)O2
6448766,560.0,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC(C)=O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(COCOCCOC)=CC(C(=O)O1)C34O)O2
6448767,100.0,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(OCOCCOC)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(CO)=CC(C(=O)O1)C34O)O2
6448768,320.0,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC(C)=O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(COCOCCOC)=CC(C(=O)O1)C34O)O2
