cid,rat_vi,smiles
5940,85.0,Br.Br.N=C(N)SCCN
5946,56.0,CC[N+](CC)(CC)CC.[Cl-]
5954,200.0,c1ccc2cc3c(ccc4ccccc43)cc2c1
5959,171.0,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
5974,44.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
5976,119.0,CN(C)N
6001,54.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
6007,33.0,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1.Cl
6008,30.0,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1
6009,98.0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
6014,15.0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl
6019,530.0,Cc1ncc(CO)c(CO)c1O.Cl
6024,5000.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
6032,437.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
6035,2320.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br
6046,98.0,O=NN1CCOCC1
6047,100.0,NC(Cc1ccc(O)c(O)c1)C(=O)O
6048,85.0,Cl.c1ccc(CC2=NCCN2)cc1
6060,22.0,CC(=O)OCC[N+](C)(C)C.[Cl-]
6061,17.0,CNN
6084,20.0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
6099,1250.0,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-]
6100,17.0,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1
6114,20.0,CC(=O)OC(C)C[N+](C)(C)C.[Cl-]
6126,5.0,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
6129,18.0,CNC(=O)Oc1cccc2ccccc12
6143,3.15,CNC(=O)Oc1cccc(C(C)C)c1
6148,22.0,CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C
6150,0.45,CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1N2C.CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1N2C.O=S(=O)([O-])[O-]
6167,1.6,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
6171,320.0,Cc1ncc(CO)c(C=O)c1O.Cl
6172,5.1000000000000005,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
6197,2.0,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
6202,118.0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-]
6228,2000.0,CN(C)C=O
6235,0.5,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1
6239,29.0,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl
6240,25.0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
6243,28.0,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[Cl-].[Cl-]
6249,6200.0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
6251,9690.0,OCC(O)C(O)C(O)C(O)CO
6253,5000.0,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
6256,2946.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
6263,4990.0,CCS(=O)CC
6274,2000.0,NC(Cc1cnc[nH]1)C(=O)O
6276,196.0,CCCCCO
6285,63.0,CC[N+](CC)(CC)CC.[Br-]
6295,73.0,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
6314,21.0,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl
6342,1680.0,CC#N
6381,3.56,C[N+](C)(C)C.[I-]
6394,88.0,C[Pb](C)(C)C
6461,22.0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
6469,34.0,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
6488,427.0,CCC(Br)(CC)C(=O)NC(N)=O
6496,12.0,C=CS(=O)(=O)C=C
6500,0.066,CCOP(=O)(C#N)N(C)C
6503,1800.0,NC(CO)(CO)CO
6511,14.4,CC[Pb](CC)(CC)CC
6518,926.0,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
6560,340.0,CC(C)CO
6568,138.0,CCC(C)O
6674,750.0,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
6694,89.0,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-]
6723,2050.0,Cc1ncc(CO)c(C(=O)O)c1O
6732,50.0,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
6758,0.2,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
6769,50.0,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC
6869,1775.0,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
6883,40.0,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
6912,10800.0,OCC(O)C(O)C(O)CO
7010,4.2,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-]
7063,70.0,NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1
7083,28.93,Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N.[Cl-]
7181,1300.0,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
7255,48.0,Cc1ccc(N)cc1Cl
7305,0.0445,CC(OP(C)(=O)F)C(C)(C)C
7376,57.0,Oc1cccc(C(F)(F)F)c1
7403,200.0,CC(C)(C)c1ccc(C(=O)O)cc1
7526,60.0,O=NN1CCCCC1
7533,4000.0,O=S(=O)(O)NC1CCCCC1
7628,1330.0,OB(O)O
7641,900.0,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
7642,1060.0,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC
7801,35.0,O=C1C=CC(=O)C=C1.Oc1ccc(O)cc1
7823,5600.0,OCCCCC(O)CO
7835,154.0,ClCC1CO1
7871,0.039,CC(C)OP(C)(=O)F
7873,0.3,CCOP(=O)(OCC)OP(=O)(OCC)OCC
7900,4200.0,COCC(C)O
7939,730.0,Cc1ccnc(N)n1
7956,100.0,O=c1[nH]c(=O)[nH]c(=O)[nH]1
7978,790.0,Nc1ncccn1
8019,2068.0,COCCO
8076,2400.0,CCOCCO
8087,5800.0,CC(O)COCC(C)O
8112,417.0,NCCNCCO
8113,778.0,OCCNCCO
8117,6565.0,OCCOCCO
8133,307.0,CCCCOCCO
8146,4000.0,CCOCCOCCO
8172,11700.0,OCCOCCOCCO
8223,80.0,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21
8226,23.0,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
8228,18.0,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl
8239,96.0,CC(C)NCC(O)c1ccc(O)c(O)c1.CC(C)NCC(O)c1ccc(O)c(O)c1.O=S(=O)(O)O
8246,0.165,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
8248,20.0,CN=C(NCc1ccccc1)[NH2+]C.CN=C(NCc1ccccc1)[NH2+]C.O=S(=O)([O-])[O-]
8284,635.0,CCC(CC)(CO)CO
8288,2.72,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-]
8343,250.0,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
8415,29.0,NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1
8478,19.0,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]
8479,6000.0,Nc1ccc(S(=O)(=O)O)cc1
8497,680.0,O=C(O)c1cccc([N+](=O)[O-])c1
8507,5000.0,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc1.[Na+]
8520,19.0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl
8550,15.0,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
8566,14565.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNCC(O)C(O)C(O)C(O)CO
8593,600.0,O=C(O)c1cc(-c2ccccc2)nc2ccccc12
8626,4500.0,O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)[O-])S(=O)(=O)[O-])cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)[O-])S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+].[Na+]
8644,43.0,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1.O=P(O)(O)O
8695,4.5,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl
8699,71.0,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1.Cl
8774,37.0,Cl.Cl.Nc1cc([As]=[As]c2ccc(O)c(N)c2)ccc1O
8895,17.1,CC(=O)[O-].CC(=O)[O-].[Cu+2]
8946,145.0,CC(C)C(O)C(C)(C)CO
8980,35.0,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl
8987,1250.0,CCN(CC)C(=S)S
9032,3.6,[C-]#N.[K+]
9039,45.0,COP(=O)(OC)SC
9047,1790.0,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
9064,100.0,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
9066,12.0,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl
9068,465.0,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1.[Cl-]
9213,26.0,C1=Nc2ccccc2Oc2ccccc21
9271,1.8,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl
9279,4.0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]
9280,50.0,COC(=O)C(c1ccccc1)C1CCCCN1.Cl
9287,75.0,CC(N)Cc1c[nH]c2ccccc12
9290,950.0,O=C([O-])C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)CO.[Ca+2]
9303,5400.0,O=C([O-])Cn1cc(I)c(=O)c(I)c1.OCC[NH2+]CCO
9306,13.0,CNC(C)Cc1ccccc1.Cl
9310,61.0,C[N+](C)(C)CCCCCCC[N+](C)(C)C.[I-].[I-]
9321,55.0,NN
9331,13.0,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1
9334,60.0,C[N+]([O-])(CCCl)CCCl.Cl
9335,45.0,C[N+]([O-])(CCCl)CCCl
9344,12.75,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1
9351,34.0,Cl.NNc1nncc2ccccc12
9363,17.0,CCN(CC)C(=O)c1ccc(O)c(OC)c1
9370,105.0,O=[N+]([O-])c1cc(I)c(O)c(I)c1
9373,175.0,C#CCN(C)Cc1ccccc1.Cl
9395,0.24,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
9415,92.0,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23
9417,32.0,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
9419,22.0,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
9429,25.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
9433,104.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN
9458,228.0,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
9503,29.7,CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1
9532,760.0,Cl.Cl.NCCCCN
9533,100.0,ClCCNCCCl
9564,980.0,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
9568,27.5,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl
9703,350.0,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl
9787,80.0,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.O=C(O)C(O)C(O)C(=O)O
9801,11.0,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
9864,56.0,N#CN
9912,690.0,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1
9916,165.0,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1.Cl
10083,30.0,OC(c1ccccc1)(c1ccccc1)C1CCCCN1
10086,19.0,CCN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
10089,12.5,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1
10101,10.0,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
10109,72.0,O=S(=O)(CCCl)CCCl
10133,106.0,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
10198,1311.0,OCC1=CCN2CCC(O)C12
10206,57.0,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C
10249,750.0,Cn1cccc1-c1cccnc1
10374,16.0,Nc1ncnc(Nc2ccc(Cl)cc2)n1
10391,770.0,O=C(CCCl)NCc1ccccc1
10439,29.0,Nc1ccccn1
10461,0.7000000000000001,ClCCSCCCl
10509,12.6,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
10535,291.0,CCC(Br)(CC)C(N)=O
10605,50.0,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(O)c(=O)cc21
10607,8.700000000000001,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC
10608,1000.0,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+]
10616,61.0,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1
10624,280.0,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12
10645,26.0,Cl.c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1
10648,35.0,Cl.c1ccc2c(c1)CCCC2C1=NCCN1
10660,200.0,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
10664,800.0,Cc1ncc(CO)c(CN)c1O.Cl.Cl
10746,390.0,O=C(O)C1CCCCC1Cc1cc(I)c(O)c(I)c1
10757,41.0,O=C(CCl)c1ccccc1
10781,20.0,CC1CCCCN1CCCOC(=O)c1ccccc1.Cl
10796,877.0,O=C([O-])[O-].[Cs+].[Cs+]
10844,18.5,Cl.Nc1cc([As]=O)ccc1O
10848,0.5,CCN(CCCl)CCCl
10866,18.0,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-]
11065,14.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
11079,6.0,Cl.c1ccc2c(CC3=NCCN3)cccc2c1
11105,112.0,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N.Cl
11116,28.0,CC(C)CNCCOC(=O)c1ccc(N)cc1.Cl
11125,241.0,O=C([O-])[O-].[Li+].[Li+]
11139,5.0,CN(C)CC(O)c1ccc(O)c(O)c1
11285,73.0,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12
11333,13500.0,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O
11350,390.0,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
11548,21.0,CC(C[N+](C)(C)C)OC(N)=O.[Cl-]
11595,382.0,CCCCNC(N)=O
11690,39.3,COC1C=CC2=CC[NH+]3CCC4=C(CC(=O)OC4)C23C1.[Cl-]
11698,350.0,COP(=O)(OC)N1CCOCC1
11703,460.0,CC[Ge](CC)(CC)CC
11704,12.5,CC[Sn](CC)(CC)CC
11765,21.0,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Cl-]
11977,160.0,CCOC(=O)N(CC)N=O
12001,4.0,CCOC(=O)N(C)N=O
12025,7200.0,O=C1CCCN1
12035,1140.0,CC(=O)NC(CS)C(=O)O
12192,280.0,CCOC(=O)C=[N+]=[N-]
12437,1100.0,CN(C)C(=O)N(C)C
12440,55.0,COc1ccc2c(c1O)-c1c3c(cc4c1C(C2)[NH+](C)CC4)OCO3.[Cl-]
12456,60.0,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]
12541,38.5,CCSCCSP(=S)(OC)OC
12597,11000.0,OC1COC2C(O)COC12
12630,27.0,CC[NH+](CC)CCOC(=O)N(c1ccccc1)c1ccccc1.[Cl-]
12665,3000.0,O=C1CCCCN1
12699,108.0,CN(N=O)C(N)=O
12783,90.0,O=C1CCC2(CCCCC2)O1
12958,1050.0,COP(C)(=O)OC
12967,240.0,CCN(N=O)C(N)=O
13167,329.0,O=S(=O)([O-])CS(=O)(=O)[O-].[Ca+2]
13178,1595.0,[N-]=[N+]=CC(=O)NCC(=O)NN
13221,21.0,CNC1(C)C2CCC(C2)C1(C)C.Cl
13266,17.5,Cl.NC(N)=NC(N)=NCCc1ccccc1
13320,37.4,CC(CCc1ccccc1)[NH2+]C(C)C(O)c1ccc(O)cc1.[Cl-]
13333,17.0,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1
13334,62.0,NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O
13342,2.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
13346,216.0,CCSCCOP(=S)(OC)OC
13358,725.0,CCOC(=O)C([NH3+])CS.[Cl-]
13387,80.5,CN1CCCC1=O
13506,1000.0,O=S(=O)([O-])c1ccc2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+]
13526,65.0,CCSCCSP(=O)(OC)OC
13708,0.457,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1
13734,15.0,C[NH+](C)CCN(Cc1ccsc1)c1ccccn1.[Cl-]
13735,37.72,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1.[Cl-]
13758,32.0,CC(=O)Oc1cc(C(C)C)c(OCC[NH+](C)C)cc1C.[Cl-]
13803,380.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)C(O)C1O.[Na+].[Na+]
13804,2973.0,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O
13810,0.99,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
13812,160.0,COc1cc(C(=O)OC(C)C[NH+]2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.[Cl-]
13820,8.41,CC[Sn](Cl)(CC)CC
13836,12.5,C[N+](C)(C)CCCl.[Cl-]
14051,300.0,CCC(CO)NCCNC(CC)CO.Cl.Cl
14119,24.8,CNC(=O)Oc1cccc2sccc12
14184,9.2,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl
14249,6.8,CCCCCCCCCCCC[N+](C)(C)C.[Br-]
14250,15.0,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
14324,10.0,O=C1CC2(CCCCC2)CC(=O)N1
14372,47.0,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1.Cl
14432,47.0,O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O
14434,38.7,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl
14459,27.0,CCOP(=O)(OCC)SCC
14568,1100.0,NS(=O)(=O)c1cc(C(=O)O)ccc1Cl
14591,40.0,CCCC(Cc1ccccc1)N1CCCC1.Cl
14637,63.0,CC[NH+](CC)CCc1nc(-c2ccccc2)no1.[Cl-]
14664,220.0,CCOc1ccc(N(C)C(=O)C(C(C)O)[NH+](C)C)cc1.[Cl-]
14669,110.0,CN(C)CCCN1c2ccccc2Sc2cccnc21.Cl
14670,25.0,CN(C)CCCN1c2ccccc2Sc2cccnc21
14782,25.0,O=[Cd]
14915,9.26,O=[Cr](=O)=O
15004,81.0,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1
15097,3.3000000000000003,CCCC[Sn+](CCCC)CCCC.[Br-]
15098,48.0,CCCC[Sn](CCCC)(CCCC)CCCC
15139,20.0,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
15386,40.0,CC1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1.[Cl-]
15411,270.0,O=S1(=O)CCCCO1
15424,15.0,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.Cl
15443,25.0,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
15675,28.0,C[NH+](C)CCCC1(C#N)c2ccccc2CCc2ccccc21.[Cl-]
15851,58.88,CNC1(c2ccccc2Cl)CCCCC1=O.Cl
15852,186.0,CC(C)(C)[NH2+]CCCC[NH3+].[Cl-].[Cl-]
15938,21.0,C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-]
16034,13.6,CNC(=O)Oc1ccccc1
16078,29.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
16106,60.0,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
16114,36.0,C[NH+]1CCC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1.[Cl-].[Cl-]
16252,260.0,C#CC(C)(O)C(O)c1ccccc1
16253,15.0,Brc1nc(Br)c(Br)[nH]1
16351,47.0,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
16361,14.0,O=C(CCC[NH+]1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1.[Cl-]
16362,90.0,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
16363,21.0,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
16388,5.5,CCCCCCCCCC[N+](C)(C)C.[Br-]
16473,120.0,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O
16738,3.3000000000000003,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
16739,28.0,O=C(CCC(F)[NH+]1CCC(C(=O)[NH+]2CCCC2)(c2cccc(Cl)c2)CC1)c1ccccc1.O=C([O-])C(=O)[O-]
16853,43.0,CCCC1(c2cccc(O)c2)CCN(C)C1.Cl
16889,32.0,O=C(CCCN1CCN(c2ccccc2)CC1)c1ccc(F)cc1
17035,66.0,CCOC(C(=O)OCC[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-]
17182,37.5,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21
17293,2500.0,CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].[Na+]
17345,35.0,COP(=S)(OC)SCC(=O)N(C)C=O
17466,1000.0,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1.[Na+].[Na+].[Na+]
17478,3400.0,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+]
17506,1350.0,CCNCC.O=S(=O)(O)c1cc(O)ccc1O
17515,91.0,CCN(CC)c1cccc(OC(=O)NC)c1
17516,5.0,CNC(=O)Oc1cc(C)cc(C(C)C)c1
17517,66.0,CNC(=O)Oc1ccccc1C(C)C
17592,32.0,CNC(=O)Oc1cc(C)c(C)c(C)c1
17596,25.0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1
17604,28.0,N#CC(C#N)=Cc1ccccc1Cl
17646,26.0,C[NH+](C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21.[Cl-]
17657,2.0,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1C[NH+](C)C.[Cl-]
17671,30.0,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-]
17683,17.7,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl
17799,20.0,Cc1cccc(C)c1C(OCCOCC[NH+](C)C)c1c(C)cccc1C.[Cl-]
17925,55.86,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
18232,166.0,OCCN1CCCCC1
18283,1200.0,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
18293,195.0,O=C([O-])C1S[Sb](SC(C(=O)[O-])C(S[Sb]2SC(C(=O)[O-])C(C(=O)[O-])S2)C(=O)[O-])SC1C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
18340,18.2,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
18343,1000.0,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
18377,500.0,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I
18397,29.6,COc1cc2c(c(OC)c1OC)-c1ccc(N)c(=O)cc1C(NC(C)=O)CC2
18483,43.0,Cl.Cl.O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1
18542,11.08,CC[NH+](CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C([O-])C(=O)O
18616,14.7,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2]
18618,2.269,COS(=O)(=O)[O-].COS(=O)(=O)[O-].COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCCCCCCCCC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC
